產業別,股票代碼,股票名稱,市場別,更新日期
電子工業,6282,康舒,twse,2021-05-17
電子零組件業,6282,康舒,twse,2021-05-17
其他電子業,6283,淳安,twse,2021-05-17
電子工業,6283,淳安,twse,2021-05-17
電子零組件類,6284,佳邦,tpex,2021-05-17
通信網路業,6285,啟碁,twse,2021-05-17
電子工業,6285,啟碁,twse,2021-05-17
半導體業,6286,立錡,twse,2021-05-17
電子工業,6286,立錡,twse,2021-05-17
半導體類,6287,元隆,tpex,2021-05-17
汽車工業,6288,聯嘉,twse,2021-05-17
光電業,6289,華上,twse,2021-05-17
電子工業,6289,華上,twse,2021-05-17
電子零組件類,6290,良維,tpex,2021-05-17
半導體類,6291,沛亨,tpex,2021-05-17
電子零組件類,6292,迅德,tpex,2021-05-17
文化創意業,6294,智基,tpex,2021-05-17
資訊服務類,6404,通訊-KY,tpex,2021-05-17
光電業,6405,悅城,twse,2021-05-17
電子工業,6405,悅城,twse,2021-05-17
其他電子業,6409,旭隼,twse,2021-05-17
電子工業,6409,旭隼,twse,2021-05-17
半導體類,6411,晶焱,tpex,2021-05-17
電子工業,6412,群電,twse,2021-05-17
電子零組件業,6412,群電,twse,2021-05-17
電子工業,6414,樺漢,twse,2021-05-17
電腦及週邊設備業,6414,樺漢,twse,2021-05-17
半導體業,6415,矽力-KY,twse,2021-05-17
電子工業,6415,矽力-KY,twse,2021-05-17
通信網路業,6416,瑞祺電通,twse,2021-05-17
電子工業,6416,瑞祺電通,twse,2021-05-17
通信網路類,6417,韋僑,tpex,2021-05-17
電子零組件類,6418,詠昇,tpex,2021-05-17
光電業類,6419,京晨科,tpex,2021-05-17
電子工業,6422,君耀-KY,twse,2021-05-17
電子零組件業,6422,君耀-KY,twse,2021-05-17
電機機械,6425,易發,tpex,2021-05-17
通信網路類,6426,統新,tpex,2021-03-26
通信網路業,6426,統新,twse,2021-05-17
電子工業,6426,統新,twse,2021-05-17
光電業,6431,光麗-KY,twse,2021-05-17
電子工業,6431,光麗-KY,twse,2021-05-17
電子零組件類,6432,今展科,tpex,2021-05-17
半導體類,6435,大中,tpex,2021-05-17
其他電子類,6438,迅得,tpex,2021-01-21
其他電子業,6438,迅得,twse,2021-05-17
電子工業,6438,迅得,twse,2021-05-17
電腦及週邊類,6441,廣錠,tpex,2021-05-17
通信網路業,6442,光聖,twse,2021-05-17
電子工業,6442,光聖,twse,2021-05-17
光電業,6443,元晶,twse,2021-05-17
電子工業,6443,元晶,twse,2021-05-17
生技醫療類,6446,藥華藥,tpex,2021-05-17
電子工業,6449,鈺邦,twse,2021-05-17
電子零組件業,6449,鈺邦,twse,2021-05-17
半導體業,6451,訊芯-KY,twse,2021-05-17
電子工業,6451,訊芯-KY,twse,2021-05-17
化學生技醫療,6452,康友-KY,twse,2021-05-17
生技醫療業,6452,康友-KY,twse,2021-05-17
光電業,6456,GIS-KY,twse,2021-05-17
電子工業,6456,GIS-KY,twse,2021-05-17
半導體類,6457,紘康,tpex,2021-05-17
生技醫療類,6461,益得,tpex,2021-05-17
半導體類,6462,神盾,tpex,2021-05-17
其他,6464,台數科,twse,2021-05-17
通信網路類,6465,威潤,tpex,2021-05-17
生技醫療類,6469,大樹,tpex,2021-05-17
通信網路類,6470,宇智,tpex,2021-05-17
生技醫療類,6472,保瑞,tpex,2021-05-17
光電業,6477,安集,twse,2021-05-17
電子工業,6477,安集,twse,2021-05-17
文化創意業,6482,弘煜科,tpex,2021-05-17
半導體類,6485,點序,tpex,2021-05-17
通信網路類,6486,互動,tpex,2021-05-17
半導體類,6488,環球晶,tpex,2021-05-17
化學生技醫療,6491,晶碩,twse,2021-05-17
生技醫療業,6491,晶碩,twse,2021-05-17
生技醫療類,6492,生華科,tpex,2021-05-17
半導體類,6494,九齊,tpex,2021-05-17
生技醫療類,6496,科懋,tpex,2021-05-17
生技醫療類,6497,亞獅康-KY,tpex,2020-08-27
生技醫療類,6499,益安,tpex,2021-05-17
其他,6504,南六,twse,2021-05-17
油電燃氣業,6505,台塑化,twse,2021-05-17
化學工業,6506,雙邦,tpex,2021-05-17
農業科技業,6508,惠光,tpex,2021-05-17
化學工業,6509,聚和,tpex,2021-05-17
半導體類,6510,精測,tpex,2021-05-17
其他電子類,6512,啟發電,tpex,2021-05-17
通信網路類,6514,芮特-KY,tpex,2021-05-17
半導體業,6515,穎崴,twse,2021-05-17
電子工業,6515,穎崴,twse,2021-05-17
資訊服務類,6516,勤崴國際,tpex,2021-05-17
生技醫療類,6523,達爾膚,tpex,2021-05-17
半導體業,6525,捷敏-KY,twse,2021-05-17
電子工業,6525,捷敏-KY,twse,2021-05-17
生技醫療類,6527,明達醫,tpex,2021-05-17
通信網路類,6530,創威,tpex,2021-05-17
半導體業,6531,愛普,twse,2021-05-17
電子工業,6531,愛普,twse,2021-05-17
半導體類,6532,瑞耘,tpex,2021-05-17
半導體業,6533,晶心科,twse,2021-05-17
電子工業,6533,晶心科,twse,2021-05-17
生技醫療類,6535,順藥,tpex,2021-05-17
電子零組件類,6538,倉和,tpex,2021-05-17
化學生技醫療,6541,泰福-KY,twse,2021-05-17
生技醫療業,6541,泰福-KY,twse,2021-05-17
文化創意業,6542,隆中,tpex,2021-05-17
生技醫療類,6547,高端疫苗,tpex,2021-05-17
半導體類,6548,長科*,tpex,2021-05-17
半導體業,6552,易華電,twse,2021-05-17
電子工業,6552,易華電,twse,2021-05-17
光電業類,6556,勝品,tpex,2021-05-17
其他電子業,6558,興能高,twse,2021-05-17
電子工業,6558,興能高,twse,2021-05-17
光電業類,6560,欣普羅,tpex,2021-05-17
通信網路類,6561,是方,tpex,2021-05-17
半導體類,6568,宏觀,tpex,2021-05-17
生技醫療類,6569,醫揚,tpex,2021-05-17
電腦及週邊類,6570,維田,tpex,2021-05-17
半導體業,6573,虹揚-KY,twse,2021-05-17
電子工業,6573,虹揚-KY,twse,2021-05-17
生技醫療類,6574,霈方,tpex,2021-05-17
生技醫療類,6576,逸達,tpex,2021-05-17
電腦及週邊類,6577,勁豐,tpex,2021-05-17
農業科技業,6578,達邦蛋白,tpex,2021-05-17
電子工業,6579,研揚,twse,2021-05-17
電腦及週邊設備業,6579,研揚,twse,2021-05-17
其他,6581,鋼聯,twse,2021-05-17
橡膠工業,6582,申豐,twse,2021-05-17
通信網路類,6588,東典光電,tpex,2021-05-17
生技醫療類,6589,台康生技,tpex,2021-05-17
資訊服務類,6590,普鴻,tpex,2021-05-17
電子工業,6591,動力-KY,twse,2021-05-17
電腦及週邊設備業,6591,動力-KY,twse,2021-05-17
其他,6592,和潤企業,twse,2021-05-17
資訊服務類,6593,台灣銘板,tpex,2021-05-17
半導體類,6594,展匯科,tpex,2021-05-17
文化創意業,6596,寬宏藝術,tpex,2021-05-17
化學生技醫療,6598,ABC-KY,twse,2021-05-17
生技醫療業,6598,ABC-KY,twse,2021-05-17
電機機械,6603,富強鑫,tpex,2021-05-17
汽車工業,6605,帝寶,twse,2021-05-17
電機機械,6609,瀧澤科,tpex,2021-05-17
生技醫療類,6612,奈米醫材,tpex,2021-05-17
其他電子類,6613,朋億,tpex,2021-05-17
生技醫療類,6615,慧智,tpex,2021-05-17
其他,6616,特昇-KY,tpex,2021-05-17
其他,6624,萬年清,tpex,2021-05-17
其他,6625,必應,twse,2021-05-17
其他,6629,泰金-KY,tpex,2021-05-17
半導體類,6640,均華,tpex,2021-05-17
其他,6641,基士德-KY,twse,2021-05-17
電子零組件類,6642,富致,tpex,2021-05-17
半導體類,6643,M31,tpex,2021-05-17
生技醫療類,6649,台生材,tpex,2021-05-17
半導體類,6651,全宇昕,tpex,2021-05-17
其他電子類,6654,天正國際,tpex,2021-05-17
其他,6655,科定,twse,2021-05-17
生技醫療類,6661,威健生技,tpex,2021-05-17
生技醫療類,6662,樂斯科,tpex,2021-05-17
電子零組件類,6664,群翊,tpex,2021-05-17
化學生技醫療,6666,羅麗芬-KY,twse,2021-05-17
生技醫療業,6666,羅麗芬-KY,twse,2021-05-17
其他電子類,6667,信紘科,tpex,2021-05-17
光電業,6668,中揚光,twse,2021-05-17
電子工業,6668,中揚光,twse,2021-05-17
電子工業,6669,緯穎,twse,2021-05-17
電腦及週邊設備業,6669,緯穎,twse,2021-05-17
其他,6670,復盛應用,twse,2021-05-17
其他,6671,三能-KY,twse,2021-05-17
電子工業,6672,騰輝電子-KY,twse,2021-05-17
電子零組件業,6672,騰輝電子-KY,twse,2021-05-17
通信網路業,6674,鋐寶科技,twse,2021-05-17
電子工業,6674,鋐寶科技,twse,2021-05-17
半導體類,6679,鈺太,tpex,2021-05-17
電腦及週邊類,6680,鑫創電子,tpex,2021-05-17
半導體類,6683,雍智科技,tpex,2021-05-17
資訊服務類,6690,安碁資訊,tpex,2021-05-17
資訊服務類,6697,東捷資訊,tpex,2021-05-17
其他電子業,6698,旭暉應材,twse,2021-05-17
電子工業,6698,旭暉應材,twse,2021-05-17
航運業,6702,興航,twse,2021-05-17
生技醫療類,6703,軒郁,tpex,2021-05-17
光電業,6706,惠特,twse,2021-05-17
電子工業,6706,惠特,twse,2021-05-17
生技醫療類,6712,長聖,tpex,2021-05-17
電子工業,6715,嘉基,twse,2021-05-17
電子零組件業,6715,嘉基,twse,2021-05-17
半導體類,6716,應廣,tpex,2021-05-17
電子零組件類,6727,亞泰金屬,tpex,2021-05-17
貿易百貨,6728,上洋,tpex,2021-05-17
半導體類,6732,昇佳電子,tpex,2021-05-17
生技醫療類,6733,博晟生醫,tpex,2021-05-17
其他電子業,6743,安普新,twse,2021-05-17
電子工業,6743,安普新,twse,2021-05-17
生技醫療類,6747,亨泰光,tpex,2021-05-17
資訊服務類,6751,智聯服務,tpex,2021-05-17
資訊服務類,6752,叡揚,tpex,2021-05-17
其他,6754,匯僑設計,twse,2021-05-17
半導體業,6756,威鋒電子,twse,2021-05-17
電子工業,6756,威鋒電子,twse,2021-05-17
生技醫療類,6762,達亞,tpex,2021-05-17
生技醫療類,6767,台微醫,tpex,2021-05-17
其他,6768,志強-KY,twse,2021-05-17
電子工業,6776,展碁國際,twse,2021-05-17
電子通路業,6776,展碁國際,twse,2021-05-17
電子工業,6781,AES-KY,twse,2021-05-17
電子零組件業,6781,AES-KY,twse,2021-05-17
其他,6803,崑鼎,tpex,2021-05-17
所有證券 ,708785,信驊中信9B購01,tpex,2020-11-15
所有證券 ,709403,雙美國票9B購01,tpex,2020-11-15
所有證券 ,709966,金居群益9B購01,tpex,2020-11-15
所有證券 ,709972,旺矽元大9B購01,tpex,2020-11-15
所有證券 ,709983,群聯日盛9B購01,tpex,2020-11-15
所有證券 ,709985,大江富邦9B購02,tpex,2020-11-15
所有證券 ,709994,中美晶元大9B購01,tpex,2020-11-15
所有證券 ,710499,網家國泰9B購01,tpex,2020-11-15
所有證券 ,710502,泰博元大9B購01,tpex,2020-11-15
所有證券 ,710505,泰博富邦9B購01,tpex,2020-11-15
所有證券 ,710509,建榮凱基9B購01,tpex,2020-11-15
所有證券 ,710510,群聯凱基9B購03,tpex,2020-11-15
所有證券 ,710516,宇峻永豐9B購01,tpex,2020-11-15
所有證券 ,710533,鈊象元大9B購04,tpex,2020-11-15
所有證券 ,710534,鈺太元大9B購01,tpex,2020-11-15
所有證券 ,710553,穩懋統一9B購03,tpex,2020-11-15
所有證券 ,710560,宏捷科元大9B購02,tpex,2020-11-15
所有證券 ,710561,威剛元大9B購02,tpex,2020-11-15
所有證券 ,710566,碩禾元大9B購01,tpex,2020-11-15
所有證券 ,710569,中美晶富邦9B購04,tpex,2020-11-15
所有證券 ,710575,環球晶中信9B購01,tpex,2020-11-15
所有證券 ,710590,鈺太凱基9B購01,tpex,2020-11-15
所有證券 ,711126,聯亞元大9B購05,tpex,2020-11-15
所有證券 ,711127,頎邦元大9B購03,tpex,2020-11-15
所有證券 ,711131,胡連永豐9B購01,tpex,2020-11-15
所有證券 ,711132,僑威永豐9B購01,tpex,2020-11-15
所有證券 ,711133,寶雅永豐9B購01,tpex,2020-11-15
所有證券 ,711134,中美晶群益9B購03,tpex,2020-11-15
所有證券 ,711135,元太群益9B購01,tpex,2020-11-15
所有證券 ,711137,胡連群益9B購01,tpex,2020-11-15
所有證券 ,711139,中美晶凱基9B購02,tpex,2020-11-15
所有證券 ,711140,旺矽凱基9B購01,tpex,2020-11-15
所有證券 ,711141,胡連凱基9B購01,tpex,2020-11-15
所有證券 ,711145,環球晶國票9B購02,tpex,2020-11-15
所有證券 ,73107P,原相國票9B售02,tpex,2020-11-15
所有證券 ,73193P,神盾元大9B售04,tpex,2020-11-15
光電業類,7402,邑錡,tpex,2021-05-17
半導體類,7556,意德士,tpex,2021-05-17
電子工業,8008,建興電,twse,2021-05-17
電腦及週邊設備業,8008,建興電,twse,2021-05-17
通信網路業,8011,台通,twse,2021-05-17
電子工業,8011,台通,twse,2021-05-17
半導體業,8016,矽創,twse,2021-05-17
電子工業,8016,矽創,twse,2021-05-17
其他電子業,8021,尖點,twse,2021-05-17
電子工業,8021,尖點,twse,2021-05-17
半導體類,8024,佑華,tpex,2021-05-17
電機機械,8027,鈦昇,tpex,2021-05-17
半導體業,8028,昇陽半導體,twse,2021-05-17
電子工業,8028,昇陽半導體,twse,2021-05-17
電子通路類,8032,光菱,tpex,2021-05-17
其他,8033,雷虎,twse,2021-05-17
通信網路類,8034,榮群,tpex,2021-05-17
電子零組件類,8038,長園科,tpex,2021-05-17
電子工業,8039,台虹,twse,2021-05-17
電子零組件業,8039,台虹,twse,2021-05-17
半導體類,8040,九暘,tpex,2021-05-17
電子零組件類,8042,金山電,tpex,2021-05-17
電子零組件類,8043,蜜望實,tpex,2021-05-17
電子商務業,8044,網家,tpex,2021-05-17
電子工業,8046,南電,twse,2021-05-17
電子零組件業,8046,南電,twse,2021-05-17
其他電子類,8047,星雲,tpex,2021-05-17
通信網路類,8048,德勝,tpex,2021-05-17
光電業類,8049,晶采,tpex,2021-05-17
電腦及週邊類,8050,廣積,tpex,2021-05-17
半導體類,8054,安國,tpex,2021-05-17
通信網路類,8059,凱碩,tpex,2021-05-17
光電業類,8064,東捷,tpex,2021-05-17
貿易百貨,8066,來思達,tpex,2021-05-17
電子通路類,8067,志旭,tpex,2021-05-17
電子通路類,8068,全達,tpex,2021-05-17
光電業類,8069,元太,tpex,2021-05-17
電子工業,8070,長華*,twse,2021-05-17
電子通路業,8070,長華*,twse,2021-05-17
電子零組件類,8071,能率網通,tpex,2021-05-17
電子工業,8072,陞泰,twse,2021-05-17
電子通路業,8072,陞泰,twse,2021-05-17
電子零組件類,8074,鉅橡,tpex,2021-05-17
電腦及週邊類,8076,伍豐,tpex,2021-05-17
觀光事業,8077,洛碁,tpex,2021-05-17
通信網路業,8078,華寶,twse,2021-05-17
電子工業,8078,華寶,twse,2021-05-17
電子零組件類,8080,永利聯合,tpex,2021-04-09
半導體業,8081,致新,twse,2021-05-17
電子工業,8081,致新,twse,2021-05-17
電機機械,8083,瑞穎,tpex,2021-05-17
電子通路類,8084,巨虹,tpex,2021-05-17
其他電子類,8085,福華,tpex,2021-05-17
半導體類,8086,宏捷科,tpex,2021-05-17
光電業類,8087,華鎂鑫,tpex,2021-05-17
半導體類,8088,品安,tpex,2021-05-17
通信網路類,8089,康全電訊,tpex,2021-05-17
電子零組件類,8091,翔名,tpex,2021-05-17
其他電子類,8092,建暐,tpex,2021-05-17
電子零組件類,8093,保銳,tpex,2021-05-17
電子通路類,8096,擎亞,tpex,2021-05-17
通信網路類,8097,常珵,tpex,2021-05-17
資訊服務類,8099,大世科,tpex,2021-05-17
通信網路業,8101,華冠,twse,2021-05-17
電子工業,8101,華冠,twse,2021-05-17
電子工業,8103,瀚荃,twse,2021-05-17
電子零組件業,8103,瀚荃,twse,2021-05-17
光電業,8104,錸寶,twse,2021-05-17
電子工業,8104,錸寶,twse,2021-05-17
光電業,8105,凌巨,twse,2021-05-17
電子工業,8105,凌巨,twse,2021-05-17
電機機械,8107,大億金茂,tpex,2021-05-17
電子零組件類,8109,博大,tpex,2021-05-17
半導體業,8110,華東,twse,2021-05-17
電子工業,8110,華東,twse,2021-05-17
光電業類,8111,立碁,tpex,2021-05-17
電子工業,8112,至上,twse,2021-05-17
電子通路業,8112,至上,twse,2021-05-17
電子工業,8114,振樺電,twse,2021-05-17
電腦及週邊設備業,8114,振樺電,twse,2021-05-17
電子零組件類,8121,越峰,tpex,2021-05-17
半導體業,8131,福懋科,twse,2021-05-17
電子工業,8131,福懋科,twse,2021-05-17
電子零組件類,8147,正淩,tpex,2021-05-17
半導體業,8150,南茂,twse,2021-05-17
電子工業,8150,南茂,twse,2021-05-17
電子零組件類,8155,博智,tpex,2021-05-17
電子工業,8163,達方,twse,2021-05-17
電腦及週邊設備業,8163,達方,twse,2021-05-17
通信網路類,8171,天宇,tpex,2021-05-17
通信網路類,8176,智捷,tpex,2021-05-17
電子零組件類,8182,加高,tpex,2021-05-17
其他電子類,8183,精星,tpex,2021-05-17
光電業,8199,廣鎵,twse,2021-05-17
電子工業,8199,廣鎵,twse,2021-05-17
其他電子業,8201,無敵,twse,2021-05-17
電子工業,8201,無敵,twse,2021-05-17
電子工業,8210,勤誠,twse,2021-05-17
電腦及週邊設備業,8210,勤誠,twse,2021-05-17
電子工業,8213,志超,twse,2021-05-17
電子零組件業,8213,志超,twse,2021-05-17
光電業,8215,明基材,twse,2021-05-17
電子工業,8215,明基材,twse,2021-05-17
電機機械,8222,寶一,twse,2021-05-17
電腦及週邊類,8234,新漢,tpex,2021-05-17
光電業類,8240,華宏,tpex,2021-05-17
電子工業,8249,菱光,twse,2021-05-17
電子零組件業,8249,菱光,twse,2021-05-17
電機機械,8255,朋程,tpex,2021-05-17
半導體業,8261,富鼎,twse,2021-05-17
電子工業,8261,富鼎,twse,2021-05-17
半導體業,8271,宇瞻,twse,2021-05-17
電子工業,8271,宇瞻,twse,2021-05-17
半導體類,8277,商丞,tpex,2021-05-17
生技醫療類,8279,生展,tpex,2021-05-17
資訊服務類,8284,三竹,tpex,2021-05-17
電子零組件類,8289,泰藝,tpex,2021-05-17
電子零組件類,8291,尚茂,tpex,2021-05-17
半導體類,8299,群聯,tpex,2021-05-17
其他,8341,日友,twse,2021-05-17
其他,8342,益張,tpex,2021-05-17
鋼鐵工業,8349,恒耀,tpex,2021-05-17
鋼鐵工業,8349A,恒耀甲特,tpex,2021-05-17
塑膠工業,8354,冠好,tpex,2021-05-17
電子零組件類,8358,金居,tpex,2021-05-17
航運業,8367,建新國際,twse,2021-05-17
電機機械,8374,羅昇,twse,2021-05-17
其他電子類,8383,千附,tpex,2021-05-17
其他,8390,金益鼎,tpex,2021-05-17
其他,8401,白紗科,tpex,2021-05-17
生技醫療類,8403,盛弘,tpex,2021-05-17
其他,8404,百和興業-KY,twse,2021-05-17
生技醫療類,8406,金可-KY,tpex,2021-05-17
生技醫療類,8409,商之器,tpex,2021-05-17
電腦及週邊類,8410,森田,tpex,2021-05-17
其他,8411,福貞-KY,twse,2021-05-17
鋼鐵工業,8415,大國鋼,tpex,2021-05-17
資訊服務類,8416,實威,tpex,2021-05-17
其他,8418,捷必勝-KY,tpex,2021-05-17
其他,8420,明揚,tpex,2021-05-17
其他,8421,旭源,tpex,2021-05-17
其他,8422,可寧衛,twse,2021-05-17
其他,8423,保綠-KY,tpex,2021-05-17
建材營造,8424,惠普,tpex,2021-05-17
其他,8426,紅木-KY,tpex,2021-05-17
其他,8427,基勝-KY,twse,2021-05-17
貿易百貨,8429,金麗-KY,twse,2021-05-17
其他電子類,8431,匯鑽科,tpex,2021-05-17
生技醫療類,8432,東生華,tpex,2021-05-17
貿易百貨,8433,弘帆,tpex,2021-05-17
其他,8435,鉅邁,tpex,2021-05-17
生技醫療類,8436,大江,tpex,2021-05-17
其他,8437,大地-KY,tpex,2021-05-17
其他,8440,綠電,tpex,2021-05-17
其他,8442,威宏-KY,twse,2021-05-17
貿易百貨,8443,阿瘦,twse,2021-05-17
其他,8444,綠河-KY,tpex,2021-05-17
文化創意業,8446,華研,tpex,2021-05-17
文化創意業,8450,霹靂,tpex,2021-05-17
貿易百貨,8454,富邦媒,twse,2021-05-17
其他電子類,8455,大拓-KY,tpex,2021-05-17
觀光事業,8462,柏文,twse,2021-05-17
其他,8463,潤泰材,twse,2021-05-17
其他,8464,億豐,twse,2021-05-17
其他,8466,美吉吉-KY,twse,2021-05-17
其他,8467,波力-KY,twse,2021-05-17
電子商務業,8472,夠麻吉,tpex,2021-05-17
其他,8473,山林水,twse,2021-05-17
其他,8476,台境,tpex,2021-05-17
電子商務業,8477,創業家,tpex,2021-05-17
其他,8478,東哥遊艇,twse,2021-05-17
其他,8480,泰昇-KY,twse,2021-05-17
其他,8481,政伸,twse,2021-05-17
其他,8482,商億-KY,twse,2021-05-17
其他,8488,吉源-KY,twse,2021-05-17
文化創意業,8489,三貝德,tpex,2021-05-17
其他,8497,格威傳媒,twse,2021-05-17
其他,8499,鼎炫-KY,twse,2021-05-17
其他,8905,裕國,tpex,2021-05-17
其他,8906,花王,tpex,2021-05-17
油電燃氣類,8908,欣雄,tpex,2021-05-17
其他,8916,光隆,tpex,2021-05-17
其他,8916A,光隆甲特,tpex,2021-05-17
油電燃氣類,8917,欣泰,tpex,2021-05-17
其他,8921,沈氏,tpex,2021-05-17
文化創意業,8923,時報,tpex,2021-05-17
其他,8924,大田,tpex,2021-05-17
油電燃氣業,8926,台汽電,twse,2021-05-17
油電燃氣類,8927,北基,tpex,2021-05-17
其他,8928,鉅明,tpex,2021-05-17
其他,8929,富堡,tpex,2021-05-17
鋼鐵工業,8930,青鋼,tpex,2021-05-17
油電燃氣類,8931,大汽電,tpex,2021-05-17
其他,8932,宏大,tpex,2021-05-17
其他,8933,愛地雅,tpex,2021-05-17
其他,8934,衡平,tpex,2020-11-20
其他,8935,邦泰,tpex,2021-05-17
其他,8936,國統,tpex,2021-05-17
其他,8937,合騏,tpex,2021-05-17
其他,8938,明安,tpex,2021-05-17
觀光事業,8940,新天地,twse,2021-05-17
貿易百貨,8941,關中,tpex,2021-05-17
其他,8942,森鉅,tpex,2021-05-17
電機機械,8996,高力,twse,2021-05-17
存託憑證,910069,新曄,twse,2021-05-17
存託憑證,9101,福雷電,twse,2021-05-17
存託憑證,9102,東亞科,twse,2021-05-17
存託憑證,9103,美德醫療-DR,twse,2021-05-17
存託憑證,910322,康師傅-DR,twse,2021-05-17
存託憑證,9104,萬宇科,twse,2021-05-17
存託憑證,910482,聖馬丁-DR,twse,2021-05-17
存託憑證,9105,泰金寶-DR,twse,2021-05-17
存託憑證,910579,歐聖,twse,2021-05-17
存託憑證,9106,新焦點-DR,twse,2021-05-17
存託憑證,910708,恒大健-DR,twse,2021-05-17
存託憑證,910801,金衛-DR,twse,2021-05-17
存託憑證,910861,神州-DR,twse,2021-05-17
存託憑證,910948,融達,twse,2021-05-17
存託憑證,9110,越南控-DR,twse,2021-05-17
存託憑證,911201,僑威控,twse,2021-05-17
存託憑證,911602,華豐泰,twse,2021-05-17
存託憑證,911606,超級,twse,2021-05-17
存託憑證,911608,明輝-DR,twse,2021-05-17
存託憑證,911609,揚子江,twse,2021-05-17
存託憑證,911610,聯環,twse,2021-05-17
存託憑證,911611,中泰山-DR,twse,2021-05-17
存託憑證,911612,滬安,twse,2021-05-17
存託憑證,911616,杜康-DR,twse,2021-05-17
存託憑證,911619,耀傑-DR,twse,2021-05-17
存託憑證,911622,泰聚亨-DR,twse,2021-05-17
存託憑證,911626,MSH-DR,twse,2021-05-17
存託憑證,911868,同方友友-DR,twse,2021-05-17
存託憑證,912000,晨訊科-DR,twse,2021-05-17
存託憑證,912398,友佳-DR,twse,2021-05-17
存託憑證,9136,巨騰-DR,twse,2021-05-17
存託憑證,913889,大成糖,twse,2021-05-17
存託憑證,9151,旺旺,twse,2021-05-17
存託憑證,9157,陽光能源-DR,twse,2021-05-17
存託憑證,916665,爾必達,twse,2021-05-17
存託憑證,9188,精熙-DR,twse,2021-05-17
貿易百貨,9801,力霸,twse,2021-05-17
其他,9802,鈺齊-KY,twse,2021-05-17
其他,9902,台火,twse,2021-05-17
其他,9904,寶成,twse,2021-05-17
其他,9905,大華,twse,2021-05-17
建材營造,9906,欣巴巴,twse,2021-05-17
其他,9907,統一實,twse,2021-05-17
油電燃氣業,9908,大台北,twse,2021-05-17
其他,9910,豐泰,twse,2021-05-17
其他,9911,櫻花,twse,2021-05-17
電子工業,9912,偉聯,twse,2021-05-17
電腦及週邊設備業,9912,偉聯,twse,2021-05-17
其他,9914,美利達,twse,2021-05-17
其他,9915,億豐,twse,2021-05-17
其他,9917,中保科,twse,2021-05-17
油電燃氣業,9918,欣天然,twse,2021-05-17
其他,9919,康那香,twse,2021-05-17
其他,9921,巨大,twse,2021-05-17
其他,9922,優美,twse,2021-05-17
其他,9924,福興,twse,2021-05-17
其他,9925,新保,twse,2021-05-17
油電燃氣業,9926,新海,twse,2021-05-17
其他,9927,泰銘,twse,2021-05-17
其他,9928,中視,twse,2021-05-17
其他,9929,秋雨,twse,2021-05-17
其他,9930,中聯資源,twse,2021-05-17
油電燃氣業,9931,欣高,twse,2021-05-17
其他,9933,中鼎,twse,2021-05-17
其他,9934,成霖,twse,2021-05-17
其他,9935,慶豐富,twse,2021-05-17
油電燃氣業,9937,全國,twse,2021-05-17
其他,9938,百和,twse,2021-05-17
其他,9939,宏全,twse,2021-05-17
其他,9940,信義,twse,2021-05-17
其他,9941,裕融,twse,2021-05-17
其他,9941A,裕融甲特,twse,2021-05-17
其他,9942,茂順,twse,2021-05-17
觀光事業,9943,好樂迪,twse,2021-05-17
其他,9944,新麗,twse,2021-05-17
其他,9945,潤泰新,twse,2021-05-17
建材營造,9946,三發地產,twse,2021-05-17
文化創意業,9949,琉園,tpex,2021-05-17
塑膠工業,9950,萬國通,tpex,2021-05-17
電機機械,9951,皇田,tpex,2021-05-17
其他,9955,佳龍,twse,2021-05-17
鋼鐵工業,9958,世紀鋼,twse,2021-05-17
貿易百貨,9960,邁達康,tpex,2021-05-17
鋼鐵工業,9962,有益,tpex,2021-05-17
Index,Automobile,汽車類指數,twse,None
Index,BiotechnologyMedicalCare,生技醫療類指數,twse,None
Index,BuildingMaterialConstruction,建材營造類指數,twse,None
Index,Cement,水泥類指數,twse,None
Index,Chemical,化學類指數,twse,None
Index,ChemicalBiotechnologyMedicalCare,化學生技醫療類指數,twse,None
Index,CommunicationsInternet,通信網路類指數,twse,None
Index,ComputerPeripheralEquipment,電腦及週邊設備類指數,twse,None
Index,ElectricMachinery,電機機械類指數,twse,None
Index,ElectricalCable,電器電纜類指數,twse,None
Index,Electronic,電子類指數,twse,None
Index,ElectronicPartsComponents,電子零組件類指數,twse,None
Index,ElectronicProductsDistribution,電子通路類指數,twse,None
Index,FinancialInsurance,金融保險類指數,twse,None
Index,Food,食品類指數,twse,None
Index,GlassCeramic,玻璃陶瓷類指數,twse,None
Index,InformationService,資訊服務類指數,twse,None
Index,IronSteel,鋼鐵類指數,twse,None
Index,OilGasElectricity,油電燃氣類指數,twse,None
Index,Optoelectronic,光電類指數,twse,None
Index,Other,其他類指數,twse,None
Index,OtherElectronic,其他電子類指數,twse,None
Index,PaperPulp,造紙類指數,twse,None
Index,Plastics,塑膠類指數,twse,None
Index,Rubber,橡膠類指數,twse,None
Index,Semiconductor,半導體類指數,twse,None
Index,ShippingTransportation,航運業類指數,twse,None
大盤,TAIEX,加權指數,twse,None
大盤,TPEx,櫃買指數,tpex,None
Index,Textiles,紡織纖維類指數,twse,None
Index,Tourism,觀光事業類指數,twse,None
Index,TradingConsumersGoods,貿易百貨類指數,twse,None
